danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.873,0.782,5,-3.828,1,0.343,0.451,0,0.136,0.833,129.948,audio_features,0IvTKTST66tq30ZeFWeqfm,spotify:track:0IvTKTST66tq30ZeFWeqfm,https://api.spotify.com/v1/tracks/0IvTKTST66tq30ZeFWeqfm,https://api.spotify.com/v1/audio-analysis/0IvTKTST66tq30ZeFWeqfm,223147,4
0.624,0.8,1,-6.061,1,0.436,0.396,0,0.0843,0.332,115.198,audio_features,36SHbxigbf4iSCHdQVgy6V,spotify:track:36SHbxigbf4iSCHdQVgy6V,https://api.spotify.com/v1/tracks/36SHbxigbf4iSCHdQVgy6V,https://api.spotify.com/v1/audio-analysis/36SHbxigbf4iSCHdQVgy6V,242333,4
0.784,0.791,1,-5.29,1,0.315,0.0892,0,0.226,0.193,116.088,audio_features,1Tx2jZNOvlrj20ctkCg8vR,spotify:track:1Tx2jZNOvlrj20ctkCg8vR,https://api.spotify.com/v1/tracks/1Tx2jZNOvlrj20ctkCg8vR,https://api.spotify.com/v1/audio-analysis/1Tx2jZNOvlrj20ctkCg8vR,286387,4
0.731,0.794,0,-5.126,0,0.0522,0.0323,0.0000259,0.112,0.356,139.994,audio_features,0CokSRCu5hZgPxcZBaEzVE,spotify:track:0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,220454,4
0.787,0.536,1,-6.84,0,0.0852,0.227,0,0.105,0.305,155.014,audio_features,1vVZLmZq8gN8pPCEBLjPvD,spotify:track:1vVZLmZq8gN8pPCEBLjPvD,https://api.spotify.com/v1/tracks/1vVZLmZq8gN8pPCEBLjPvD,https://api.spotify.com/v1/audio-analysis/1vVZLmZq8gN8pPCEBLjPvD,237707,4
0.577,0.522,5,-6.594,0,0.0984,0.13,0.0000903,0.142,0.119,159.772,audio_features,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,218320,4
0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,audio_features,1OmcAT5Y8eg5bUPv9qJT4R,spotify:track:1OmcAT5Y8eg5bUPv9qJT4R,https://api.spotify.com/v1/tracks/1OmcAT5Y8eg5bUPv9qJT4R,https://api.spotify.com/v1/audio-analysis/1OmcAT5Y8eg5bUPv9qJT4R,218320,4
0.605,0.57,10,-7.435,0,0.555,0.273,0,0.108,0.275,129.867,audio_features,1Zu1IfKUQsuhARjy6DmUGc,spotify:track:1Zu1IfKUQsuhARjy6DmUGc,https://api.spotify.com/v1/tracks/1Zu1IfKUQsuhARjy6DmUGc,https://api.spotify.com/v1/audio-analysis/1Zu1IfKUQsuhARjy6DmUGc,182813,4
0.779,0.541,1,-6.821,0,0.0806,0.238,0,0.106,0.305,155.028,audio_features,2xLGWmTEfHH9kxDNEGgMNc,spotify:track:2xLGWmTEfHH9kxDNEGgMNc,https://api.spotify.com/v1/tracks/2xLGWmTEfHH9kxDNEGgMNc,https://api.spotify.com/v1/audio-analysis/2xLGWmTEfHH9kxDNEGgMNc,237707,4
0.678,0.869,11,-6.354,0,0.291,0.0895,0.00000322,0.164,0.457,103.385,audio_features,37YNulvDhyzULfhHycmhEl,spotify:track:37YNulvDhyzULfhHycmhEl,https://api.spotify.com/v1/tracks/37YNulvDhyzULfhHycmhEl,https://api.spotify.com/v1/audio-analysis/37YNulvDhyzULfhHycmhEl,209133,4
0.831,0.65,8,-7.145,1,0.121,0.377,0,0.159,0.28,136.94,audio_features,4vEaXY95aExfle99vJgXzU,spotify:track:4vEaXY95aExfle99vJgXzU,https://api.spotify.com/v1/tracks/4vEaXY95aExfle99vJgXzU,https://api.spotify.com/v1/audio-analysis/4vEaXY95aExfle99vJgXzU,185571,4
0.77,0.708,1,-3.965,1,0.234,0.153,0,0.116,0.512,155.846,audio_features,7y4ELJ02ZssUMSkJiTfq2o,spotify:track:7y4ELJ02ZssUMSkJiTfq2o,https://api.spotify.com/v1/tracks/7y4ELJ02ZssUMSkJiTfq2o,https://api.spotify.com/v1/audio-analysis/7y4ELJ02ZssUMSkJiTfq2o,164307,4
0.805,0.662,1,-5.235,0,0.104,0.113,0,0.193,0.319,139.913,audio_features,6fowps7eXfuZUjSfrp2AlQ,spotify:track:6fowps7eXfuZUjSfrp2AlQ,https://api.spotify.com/v1/tracks/6fowps7eXfuZUjSfrp2AlQ,https://api.spotify.com/v1/audio-analysis/6fowps7eXfuZUjSfrp2AlQ,183000,4
0.874,0.57,1,-6.896,0,0.117,0.242,0,0.0806,0.51,107.974,audio_features,57cqTftDWbUEPhGXbDigZu,spotify:track:57cqTftDWbUEPhGXbDigZu,https://api.spotify.com/v1/tracks/57cqTftDWbUEPhGXbDigZu,https://api.spotify.com/v1/audio-analysis/57cqTftDWbUEPhGXbDigZu,172640,4
0.836,0.768,8,-5.362,1,0.108,0.118,0,0.145,0.639,122.022,audio_features,3gO8sS8nMNuVwqMyJKRs3b,spotify:track:3gO8sS8nMNuVwqMyJKRs3b,https://api.spotify.com/v1/tracks/3gO8sS8nMNuVwqMyJKRs3b,https://api.spotify.com/v1/audio-analysis/3gO8sS8nMNuVwqMyJKRs3b,210000,4
0.94,0.7,4,-3.633,0,0.254,0.176,0,0.0994,0.527,122.006,audio_features,359buFCogBGX23Dgdqcrws,spotify:track:359buFCogBGX23Dgdqcrws,https://api.spotify.com/v1/tracks/359buFCogBGX23Dgdqcrws,https://api.spotify.com/v1/audio-analysis/359buFCogBGX23Dgdqcrws,171533,4
0.788,0.723,5,-5.152,1,0.216,0.213,0,0.0629,0.483,141.89,audio_features,60rndNMhEUgIR3G1uhlDwg,spotify:track:60rndNMhEUgIR3G1uhlDwg,https://api.spotify.com/v1/tracks/60rndNMhEUgIR3G1uhlDwg,https://api.spotify.com/v1/audio-analysis/60rndNMhEUgIR3G1uhlDwg,177973,4
0.763,0.604,1,-7.561,1,0.07,0.391,0,0.272,0.331,141.925,audio_features,0uBu60Wd7yzm2sFrj2hSr6,spotify:track:0uBu60Wd7yzm2sFrj2hSr6,https://api.spotify.com/v1/tracks/0uBu60Wd7yzm2sFrj2hSr6,https://api.spotify.com/v1/audio-analysis/0uBu60Wd7yzm2sFrj2hSr6,170267,4
0.944,0.464,7,-6.296,1,0.307,0.138,0,0.0891,0.115,128.012,audio_features,1gI6FedOWXQ7aSj4FfEiGK,spotify:track:1gI6FedOWXQ7aSj4FfEiGK,https://api.spotify.com/v1/tracks/1gI6FedOWXQ7aSj4FfEiGK,https://api.spotify.com/v1/audio-analysis/1gI6FedOWXQ7aSj4FfEiGK,199600,4
0.898,0.673,9,-6.057,0,0.332,0.45,0.0000105,0.0463,0.45,124.08,audio_features,05k8JclzlJZuO6dmfFmFW6,spotify:track:05k8JclzlJZuO6dmfFmFW6,https://api.spotify.com/v1/tracks/05k8JclzlJZuO6dmfFmFW6,https://api.spotify.com/v1/audio-analysis/05k8JclzlJZuO6dmfFmFW6,162800,4
0.725,0.691,10,-4.784,1,0.164,0.148,0,0.0725,0.385,152.18,audio_features,2r6C2IEw533mDs3sam5Zxx,spotify:track:2r6C2IEw533mDs3sam5Zxx,https://api.spotify.com/v1/tracks/2r6C2IEw533mDs3sam5Zxx,https://api.spotify.com/v1/audio-analysis/2r6C2IEw533mDs3sam5Zxx,194133,4
0.795,0.667,1,-6.429,1,0.225,0.168,0,0.126,0.31,150.072,audio_features,2nY6MRHWpW0AGXMoGDJOjX,spotify:track:2nY6MRHWpW0AGXMoGDJOjX,https://api.spotify.com/v1/tracks/2nY6MRHWpW0AGXMoGDJOjX,https://api.spotify.com/v1/audio-analysis/2nY6MRHWpW0AGXMoGDJOjX,196453,4
0.747,0.626,11,-5.985,0,0.271,0.275,0.0000152,0.107,0.582,131.607,audio_features,0LMv3sc83AI7tJCkvSWPvO,spotify:track:0LMv3sc83AI7tJCkvSWPvO,https://api.spotify.com/v1/tracks/0LMv3sc83AI7tJCkvSWPvO,https://api.spotify.com/v1/audio-analysis/0LMv3sc83AI7tJCkvSWPvO,164108,4
0.781,0.42,0,-9.725,0,0.304,0.317,0,0.111,0.603,127.801,audio_features,4HeTbgW1dDHxE8LrNL5HDP,spotify:track:4HeTbgW1dDHxE8LrNL5HDP,https://api.spotify.com/v1/tracks/4HeTbgW1dDHxE8LrNL5HDP,https://api.spotify.com/v1/audio-analysis/4HeTbgW1dDHxE8LrNL5HDP,195000,4
0.721,0.68,2,-6.863,1,0.335,0.225,0,0.373,0.328,147.789,audio_features,3p4bezMTUHn0u1D8C1uJrz,spotify:track:3p4bezMTUHn0u1D8C1uJrz,https://api.spotify.com/v1/tracks/3p4bezMTUHn0u1D8C1uJrz,https://api.spotify.com/v1/audio-analysis/3p4bezMTUHn0u1D8C1uJrz,206147,4
0.876,0.443,6,-6.632,1,0.324,0.445,0,0.118,0.273,115.048,audio_features,4Ln4KAwk37peyCh2QpqYnP,spotify:track:4Ln4KAwk37peyCh2QpqYnP,https://api.spotify.com/v1/tracks/4Ln4KAwk37peyCh2QpqYnP,https://api.spotify.com/v1/audio-analysis/4Ln4KAwk37peyCh2QpqYnP,200347,4
0.83,0.69,11,-6.52,0,0.289,0.203,0,0.128,0.267,130.003,audio_features,78DktVruMrKYyv6rjdKDMM,spotify:track:78DktVruMrKYyv6rjdKDMM,https://api.spotify.com/v1/tracks/78DktVruMrKYyv6rjdKDMM,https://api.spotify.com/v1/audio-analysis/78DktVruMrKYyv6rjdKDMM,177107,4
0.646,0.735,10,-7.197,0,0.355,0.218,0,0.389,0.37,179.861,audio_features,1Fv767CH5YFrjo6HwzHnpR,spotify:track:1Fv767CH5YFrjo6HwzHnpR,https://api.spotify.com/v1/tracks/1Fv767CH5YFrjo6HwzHnpR,https://api.spotify.com/v1/audio-analysis/1Fv767CH5YFrjo6HwzHnpR,211000,3
0.73,0.748,10,-5.609,0,0.165,0.13,0,0.348,0.305,109.969,audio_features,3AqwdLkl62kRTE8TwXxeIM,spotify:track:3AqwdLkl62kRTE8TwXxeIM,https://api.spotify.com/v1/tracks/3AqwdLkl62kRTE8TwXxeIM,https://api.spotify.com/v1/audio-analysis/3AqwdLkl62kRTE8TwXxeIM,145187,4
0.703,0.669,1,-7.928,0,0.271,0.653,0,0.0861,0.37,134.058,audio_features,4fuhLKAuSxRY5OO2hwARlY,spotify:track:4fuhLKAuSxRY5OO2hwARlY,https://api.spotify.com/v1/tracks/4fuhLKAuSxRY5OO2hwARlY,https://api.spotify.com/v1/audio-analysis/4fuhLKAuSxRY5OO2hwARlY,226533,4
0.779,0.724,9,-7.574,0,0.312,0.47,0,0.143,0.559,113.065,audio_features,35gJuqfvrdlCA2MmAtaD3J,spotify:track:35gJuqfvrdlCA2MmAtaD3J,https://api.spotify.com/v1/tracks/35gJuqfvrdlCA2MmAtaD3J,https://api.spotify.com/v1/audio-analysis/35gJuqfvrdlCA2MmAtaD3J,187027,4
0.633,0.658,4,-6.168,0,0.164,0.6,0,0.0926,0.512,113.951,audio_features,3ldfGgw7IoLHbaqmspX3ME,spotify:track:3ldfGgw7IoLHbaqmspX3ME,https://api.spotify.com/v1/tracks/3ldfGgw7IoLHbaqmspX3ME,https://api.spotify.com/v1/audio-analysis/3ldfGgw7IoLHbaqmspX3ME,229467,4
0.768,0.517,7,-4.323,0,0.0312,0.186,0.000038,0.104,0.418,104.992,audio_features,0ofbQMrRDsUaVKq2mGLEAb,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb,https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb,216897,4
0.838,0.744,0,-5.421,0,0.147,0.462,0,0.221,0.351,136.986,audio_features,6jTEKtJvIoECSQMEZoLmjR,spotify:track:6jTEKtJvIoECSQMEZoLmjR,https://api.spotify.com/v1/tracks/6jTEKtJvIoECSQMEZoLmjR,https://api.spotify.com/v1/audio-analysis/6jTEKtJvIoECSQMEZoLmjR,186587,4
0.519,0.843,5,-6.432,0,0.189,0.0158,0.00000642,0.245,0.556,120.015,audio_features,54G8osRu1htBw1PQEkYIdL,spotify:track:54G8osRu1htBw1PQEkYIdL,https://api.spotify.com/v1/tracks/54G8osRu1htBw1PQEkYIdL,https://api.spotify.com/v1/audio-analysis/54G8osRu1htBw1PQEkYIdL,195520,4
0.812,0.803,7,-5.386,0,0.141,0.11,0,0.0637,0.93,123.066,audio_features,6xcXAVbDuVT1pCsa2rmDHY,spotify:track:6xcXAVbDuVT1pCsa2rmDHY,https://api.spotify.com/v1/tracks/6xcXAVbDuVT1pCsa2rmDHY,https://api.spotify.com/v1/audio-analysis/6xcXAVbDuVT1pCsa2rmDHY,208480,4
0.731,0.794,0,-5.126,0,0.0522,0.0323,0.0000259,0.112,0.356,139.994,audio_features,3HVr6jTVwBHBa2flM0eURR,spotify:track:3HVr6jTVwBHBa2flM0eURR,https://api.spotify.com/v1/tracks/3HVr6jTVwBHBa2flM0eURR,https://api.spotify.com/v1/audio-analysis/3HVr6jTVwBHBa2flM0eURR,220454,4
0.739,0.792,11,-4.256,0,0.0418,0.091,0,0.0516,0.547,104.016,audio_features,0NiXXAI876aGImAd6rTj8w,spotify:track:0NiXXAI876aGImAd6rTj8w,https://api.spotify.com/v1/tracks/0NiXXAI876aGImAd6rTj8w,https://api.spotify.com/v1/audio-analysis/0NiXXAI876aGImAd6rTj8w,181615,4
0.779,0.787,10,-4.305,0,0.108,0.0524,0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347,4
0.801,0.625,8,-7.785,1,0.197,0.149,0,0.122,0.347,150.056,audio_features,2Pu2Kcm1cwFg4dDSdmFip4,spotify:track:2Pu2Kcm1cwFg4dDSdmFip4,https://api.spotify.com/v1/tracks/2Pu2Kcm1cwFg4dDSdmFip4,https://api.spotify.com/v1/audio-analysis/2Pu2Kcm1cwFg4dDSdmFip4,196200,4
0.779,0.724,9,-7.574,0,0.312,0.47,0,0.143,0.559,113.065,audio_features,08GhiNwYij4HNVkBZnJvft,spotify:track:08GhiNwYij4HNVkBZnJvft,https://api.spotify.com/v1/tracks/08GhiNwYij4HNVkBZnJvft,https://api.spotify.com/v1/audio-analysis/08GhiNwYij4HNVkBZnJvft,187027,4
0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,audio_features,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,223413,4
0.902,0.625,1,-5.293,1,0.397,0.594,0,0.085,0.486,129.997,audio_features,3ACvYZqgoP36dURFeovOR8,spotify:track:3ACvYZqgoP36dURFeovOR8,https://api.spotify.com/v1/tracks/3ACvYZqgoP36dURFeovOR8,https://api.spotify.com/v1/audio-analysis/3ACvYZqgoP36dURFeovOR8,179834,4
0.828,0.801,1,-5.907,0,0.0924,0.286,0.00000967,0.362,0.778,127.971,audio_features,49qQQcd8wONsOy3PwnZKHB,spotify:track:49qQQcd8wONsOy3PwnZKHB,https://api.spotify.com/v1/tracks/49qQQcd8wONsOy3PwnZKHB,https://api.spotify.com/v1/audio-analysis/49qQQcd8wONsOy3PwnZKHB,233853,4
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,1F2HXIJrE2Xn81OzT2zZvW,spotify:track:1F2HXIJrE2Xn81OzT2zZvW,https://api.spotify.com/v1/tracks/1F2HXIJrE2Xn81OzT2zZvW,https://api.spotify.com/v1/audio-analysis/1F2HXIJrE2Xn81OzT2zZvW,233833,4
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4
0.691,0.768,6,-4.247,0,0.0924,0.144,0,0.142,0.526,110.977,audio_features,1NAeorrSNCibpdJMpXLFeG,spotify:track:1NAeorrSNCibpdJMpXLFeG,https://api.spotify.com/v1/tracks/1NAeorrSNCibpdJMpXLFeG,https://api.spotify.com/v1/audio-analysis/1NAeorrSNCibpdJMpXLFeG,173187,4
0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.98,audio_features,1OAh8uOEOvTDqkKFsKksCi,spotify:track:1OAh8uOEOvTDqkKFsKksCi,https://api.spotify.com/v1/tracks/1OAh8uOEOvTDqkKFsKksCi,https://api.spotify.com/v1/audio-analysis/1OAh8uOEOvTDqkKFsKksCi,204173,4
0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,audio_features,3A7qX2QjDlPnazUsRk5y0M,spotify:track:3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/tracks/3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/audio-analysis/3A7qX2QjDlPnazUsRk5y0M,194897,4
0.774,0.626,3,-4.432,0,0.0432,0.0969,0.0000312,0.0848,0.777,100.041,audio_features,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,211475,4
0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,audio_features,3DXncPQOG4VBw3QHh3S817,spotify:track:3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,288600,4
0.729,0.679,2,-5.456,0,0.0568,0.0822,0,0.1,0.75,108.964,audio_features,4fwtP5khM1iEoa6BP1QQsX,spotify:track:4fwtP5khM1iEoa6BP1QQsX,https://api.spotify.com/v1/tracks/4fwtP5khM1iEoa6BP1QQsX,https://api.spotify.com/v1/audio-analysis/4fwtP5khM1iEoa6BP1QQsX,235022,4
0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,audio_features,6kex4EBAj0WHXDKZMEJaaF,spotify:track:6kex4EBAj0WHXDKZMEJaaF,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,216409,4
0.642,0.655,5,-6.904,0,0.266,0.0985,0,0.254,0.463,150.264,audio_features,0X6496L5nTxkASOzNj8VYJ,spotify:track:0X6496L5nTxkASOzNj8VYJ,https://api.spotify.com/v1/tracks/0X6496L5nTxkASOzNj8VYJ,https://api.spotify.com/v1/audio-analysis/0X6496L5nTxkASOzNj8VYJ,170280,4
0.789,0.667,9,-7.301,1,0.0514,0.356,0,0.163,0.731,132.009,audio_features,0P8n6AIBVc88gxbliu0lej,spotify:track:0P8n6AIBVc88gxbliu0lej,https://api.spotify.com/v1/tracks/0P8n6AIBVc88gxbliu0lej,https://api.spotify.com/v1/audio-analysis/0P8n6AIBVc88gxbliu0lej,206427,4
0.762,0.715,9,-5.849,0,0.234,0.564,0,0.329,0.596,130.034,audio_features,5PUZLLiQzxBg6TijpzU3dH,spotify:track:5PUZLLiQzxBg6TijpzU3dH,https://api.spotify.com/v1/tracks/5PUZLLiQzxBg6TijpzU3dH,https://api.spotify.com/v1/audio-analysis/5PUZLLiQzxBg6TijpzU3dH,209200,4
0.697,0.782,0,-5.464,1,0.119,0.0669,0,0.0651,0.694,128.019,audio_features,2r0ECFc7nWPdRosmgo84pl,spotify:track:2r0ECFc7nWPdRosmgo84pl,https://api.spotify.com/v1/tracks/2r0ECFc7nWPdRosmgo84pl,https://api.spotify.com/v1/audio-analysis/2r0ECFc7nWPdRosmgo84pl,185493,4
0.696,0.668,11,-5.033,0,0.11,0.00449,0,0.102,0.52,160.015,audio_features,3nd9UtBDugmxTwhSOzJE8K,spotify:track:3nd9UtBDugmxTwhSOzJE8K,https://api.spotify.com/v1/tracks/3nd9UtBDugmxTwhSOzJE8K,https://api.spotify.com/v1/audio-analysis/3nd9UtBDugmxTwhSOzJE8K,124267,4
0.852,0.649,1,-6.515,1,0.241,0.371,0,0.0793,0.656,140.029,audio_features,4rrzxq356QDANDVd0SB1Dq,spotify:track:4rrzxq356QDANDVd0SB1Dq,https://api.spotify.com/v1/tracks/4rrzxq356QDANDVd0SB1Dq,https://api.spotify.com/v1/audio-analysis/4rrzxq356QDANDVd0SB1Dq,192347,4
0.753,0.718,11,-6.485,1,0.131,0.0565,0.0000125,0.107,0.651,160.055,audio_features,00cbRAOr6wTPE9WBMejhiM,spotify:track:00cbRAOr6wTPE9WBMejhiM,https://api.spotify.com/v1/tracks/00cbRAOr6wTPE9WBMejhiM,https://api.spotify.com/v1/audio-analysis/00cbRAOr6wTPE9WBMejhiM,217827,4
0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,audio_features,72Q0FQQo32KJloivv5xge2,spotify:track:72Q0FQQo32KJloivv5xge2,https://api.spotify.com/v1/tracks/72Q0FQQo32KJloivv5xge2,https://api.spotify.com/v1/audio-analysis/72Q0FQQo32KJloivv5xge2,288877,4
0.778,0.815,11,-3.502,0,0.238,0.0838,0,0.237,0.723,101.926,audio_features,0gn0krlJTSSZvnMxh2ITHY,spotify:track:0gn0krlJTSSZvnMxh2ITHY,https://api.spotify.com/v1/tracks/0gn0krlJTSSZvnMxh2ITHY,https://api.spotify.com/v1/audio-analysis/0gn0krlJTSSZvnMxh2ITHY,174227,4
0.681,0.741,9,-6.273,0,0.334,0.473,0,0.0512,0.359,95.032,audio_features,5C5BOpcX0ToTheeDwwsbqL,spotify:track:5C5BOpcX0ToTheeDwwsbqL,https://api.spotify.com/v1/tracks/5C5BOpcX0ToTheeDwwsbqL,https://api.spotify.com/v1/audio-analysis/5C5BOpcX0ToTheeDwwsbqL,236880,4
0.578,0.727,11,-6.386,1,0.17,0.0902,0.0267,0.18,0.227,131.866,audio_features,25VUrDOMnM5j3FHxfJrB9p,spotify:track:25VUrDOMnM5j3FHxfJrB9p,https://api.spotify.com/v1/tracks/25VUrDOMnM5j3FHxfJrB9p,https://api.spotify.com/v1/audio-analysis/25VUrDOMnM5j3FHxfJrB9p,256360,5
0.747,0.434,6,-8.3,0,0.0828,0.426,0.000405,0.108,0.311,127.052,audio_features,75UFzgBCaVwJJ4IVIaatpe,spotify:track:75UFzgBCaVwJJ4IVIaatpe,https://api.spotify.com/v1/tracks/75UFzgBCaVwJJ4IVIaatpe,https://api.spotify.com/v1/audio-analysis/75UFzgBCaVwJJ4IVIaatpe,217320,4
0.834,0.594,6,-8.363,0,0.267,0.0892,0.0000606,0.0856,0.386,137.941,audio_features,0fBxgiQe76HZFFqN2FUUpw,spotify:track:0fBxgiQe76HZFFqN2FUUpw,https://api.spotify.com/v1/tracks/0fBxgiQe76HZFFqN2FUUpw,https://api.spotify.com/v1/audio-analysis/0fBxgiQe76HZFFqN2FUUpw,197240,4
0.765,0.575,9,-7.558,0,0.105,0.142,0,0.105,0.428,117.991,audio_features,5urhEtesorARjZhjSaFntn,spotify:track:5urhEtesorARjZhjSaFntn,https://api.spotify.com/v1/tracks/5urhEtesorARjZhjSaFntn,https://api.spotify.com/v1/audio-analysis/5urhEtesorARjZhjSaFntn,232200,4
0.767,0.734,6,-7.787,1,0.0467,0.0564,0.00000335,0.0369,0.602,115.991,audio_features,6ATkHaUrIJUtwyhoGMmQgw,spotify:track:6ATkHaUrIJUtwyhoGMmQgw,https://api.spotify.com/v1/tracks/6ATkHaUrIJUtwyhoGMmQgw,https://api.spotify.com/v1/audio-analysis/6ATkHaUrIJUtwyhoGMmQgw,199347,4
0.647,0.7,7,-9.007,0,0.0562,0.511,0.0000396,0.088,0.949,176.122,audio_features,03aduXwm6cTqO9bb4XFQ2b,spotify:track:03aduXwm6cTqO9bb4XFQ2b,https://api.spotify.com/v1/tracks/03aduXwm6cTqO9bb4XFQ2b,https://api.spotify.com/v1/audio-analysis/03aduXwm6cTqO9bb4XFQ2b,201893,4
0.777,0.549,2,-8.202,1,0.0614,0.213,0.00000173,0.0494,0.245,129.908,audio_features,2UZW9WOPXdxw9YMG1bebS8,spotify:track:2UZW9WOPXdxw9YMG1bebS8,https://api.spotify.com/v1/tracks/2UZW9WOPXdxw9YMG1bebS8,https://api.spotify.com/v1/audio-analysis/2UZW9WOPXdxw9YMG1bebS8,206840,4
0.562,0.595,5,-9.896,1,0.334,0.37,0.00000696,0.13,0.426,125.172,audio_features,1E3zyoTHtJzsu5CjwIFIhY,spotify:track:1E3zyoTHtJzsu5CjwIFIhY,https://api.spotify.com/v1/tracks/1E3zyoTHtJzsu5CjwIFIhY,https://api.spotify.com/v1/audio-analysis/1E3zyoTHtJzsu5CjwIFIhY,305507,4
0.782,0.639,7,-8.315,0,0.157,0.0118,0.00000204,0.0969,0.274,134.967,audio_features,4HvYhaXDmmAW6ZmPcgPZca,spotify:track:4HvYhaXDmmAW6ZmPcgPZca,https://api.spotify.com/v1/tracks/4HvYhaXDmmAW6ZmPcgPZca,https://api.spotify.com/v1/audio-analysis/4HvYhaXDmmAW6ZmPcgPZca,244573,4
0.744,0.604,2,-5.634,0,0.15,0.752,0,0.0724,0.563,130.18,audio_features,57U26FwUclMqyZ5ylnPpw1,spotify:track:57U26FwUclMqyZ5ylnPpw1,https://api.spotify.com/v1/tracks/57U26FwUclMqyZ5ylnPpw1,https://api.spotify.com/v1/audio-analysis/57U26FwUclMqyZ5ylnPpw1,123547,4
0.707,0.629,0,-4.581,0,0.0563,0.259,0.000016,0.138,0.457,122.863,audio_features,1x5sYLZiu9r5E43kMlt9f8,spotify:track:1x5sYLZiu9r5E43kMlt9f8,https://api.spotify.com/v1/tracks/1x5sYLZiu9r5E43kMlt9f8,https://api.spotify.com/v1/audio-analysis/1x5sYLZiu9r5E43kMlt9f8,212459,4
0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0000144,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4
0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,audio_features,6HZILIRieu8S0iqY8kIKhj,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947,4
0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,audio_features,6SwRhMLwNqEi6alNPVG00n,spotify:track:6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,227360,4
